Extracted_Text,Confidence
Thiodigalactoside,1.0
Alpha-D-Glucose-1-Phosphate-6-Vanadate,1.0
Lactic acid,1.0
"L-erythro-7,8-dihydrobiopterin",1.0
Allosamizoline,1.0
"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid",1.0
3-(Phosphonomethyl)Pyridine-2-Carboxylic Acid,1.0
4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol,1.0
Ncs-Chromophore,1.0
Naphthalene Trisulfonate,1.0
3-Phenylpropylamine,1.0
Alpha-N-Dichloroacetyl-P-Aminophenylserinol,1.0
Heptamolybdate,1.0
3-Amino-1-Chloro-4-Phenyl-Butanol-2-Yl,1.0
"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid",1.0
P-Nitrophenol,1.0
Adenylosuccinic acid,1.0
D-norleucine,1.0
Nicotinamide adenine dinucleotide 3-pentanone adduct,1.0
Homocysteine,1.0
Coproporphyrin I containing CO(III),1.0
RPR128515,1.0
"7,8-Dihydroneopterin",1.0
Alpha-Methyl-N-Acetyl-D-Glucosamine,1.0
4-Methyl-N-[(2S)-1-oxo-3-phenyl-1-[[(3S)-1-phenyl-5-(phenylmethoxysulfamoyl)pentan-3-yl]amino]propan-2-yl]piperazine-1-carboxamide,1.0
4'-Hydroxyflavanone,1.0
3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,1.0
4-epi-vancosaminyl derivative of vancomycin,1.0
ZK-805623,1.0
Verpacamide A,1.0
Naphthyridine Inhibitor,1.0
3-Fluoro-L-tyrosine,1.0
"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",1.0
Brivudine monophosphate,1.0
Modified Acarbose Pentasaccharide,1.0
Nebularine,1.0
2-Fluoroadenosine,1.0
"Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium",1.0
Tetrafluoroaluminate Ion,1.0
Mercuric iodide,1.0
Benzo[B]Thiophene-2-Carboxamidine,1.0
"1,4-Dithiothreitol",1.0
"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",1.0
"5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol",1.0
Heptyl 1-Thiohexopyranoside,1.0
4-Methylpiperazin-1-Yl Carbonyl Group,1.0
Aminoquinuride,1.0
"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",1.0
Alpha-Aminobutyric Acid,1.0
"N,N,N-trimethylglycinium",1.0
Arsenous acid,1.0
"2,2-Dichloro-1-methanesulfinyl-3-methyl-cyclopropanecarboxylic acid [1-(4-bromo-phenyl)-ethyl]-amide",1.0
"3,4-Dichloroisocoumarin",1.0
(C8-S)-Hydantocidin 5'-phosphate,1.0
Tetrabromo-2-Benzotriazole,1.0
"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",1.0
N-Formylmethionine,1.0
SR12813,1.0
N-(5'-phosphopyridoxyl)-L-alanine,1.0
Afimoxifene,1.0
"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",1.0
CRA_10656,1.0
"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",1.0
(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,1.0
alpha-L-fucose,1.0
8-anilinonaphthalene-1-sulfonic acid,1.0
"Trencam-3,2-Hopo",1.0
"2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",1.0
"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",1.0
4-Nitro-Inden-1-One,1.0
"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",1.0
Erythritol,1.0
Cmp-2-Keto-3-Deoxy-Octulosonic Acid,1.0
2-deoxy-2-fluoro-β-D-mannose,1.0
L-phenylalaninol,1.0
"(2s)-2,8-Diaminooctanoic Acid",1.0
N-Methylleucine,1.0
"(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate",1.0
Guanidinoethylmercaptosuccinic acid,1.0
3-(Mercaptomethylene)Pyridine,1.0
Diisopropylphosphono Group,1.0
2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,1.0
Fructose-6-phosphate,1.0
Dihydroxy(oxo)molybdenum(6+),1.0
Paratoulene phosphate,1.0
4-Phospho-D-erythronohydroxamic acid,1.0
2'-Monophosphoadenosine-5'-Diphosphoribose,1.0
Aspartate Semialdehyde,1.0
(R)-styrene oxide,1.0
Acedoben,1.0
Camphane,1.0
WRR-204,1.0
Sp-722,1.0
"(3s)-2,3,4,5-Tetrahydropyridin-3-Amine",1.0
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",1.0
Chlorophyll B,1.0
"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",1.0
N-Methylnaloxonium,1.0
3-phospho-D-glyceric acid,1.0
N-Succinyl Methionine,1.0
2-Isobutyl-3-methoxypyrazine,1.0
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,1.0
Uridylyl-2'-5'-phospho-guanosine,1.0
2-O-methyl-alpha-L-fucopyranose,1.0
2-Deoxy-Glucitol-6-Phosphate,1.0
Dipyrromethane Cofactor,1.0
"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",1.0
"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",1.0
4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,1.0
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,1.0
N-(3-Carboxypropanoyl)-L-phenylalanyl-3-carboxy-O-(carboxymethyl)-N-pentyl-L-tyrosinamide,1.0
L-Glycero-D-Manno-Heptopyranose,1.0
beta-Hydroxyasparagine,1.0
"2,4-Dinitrophenol",1.0
Desvancosaminyl vancomycin,1.0
"S,S-(2-Hydroxyethyl)Thiocysteine",1.0
S-Benzylcysteine,1.0
Indole,1.0
2-Amino-4-methylphenol,1.0
5-Nitroindazole,1.0
Tryptophanamide,1.0
threo-3-methyl-L-aspartic acid,1.0
Glyphosate,1.0
Cyclo(prolylglycyl),1.0
Zidovudine diphosphate,1.0
"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",1.0
1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,1.0
Afegostat,1.0
3-Deazaadenosine,1.0
Inhibitor BEA409,1.0
4-Deoxy-D-Glucuronic Acid,1.0
"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",1.0
"beta-D-fructofuranose 1,6-bisphosphate",1.0
Niflumic acid,1.0
8-Bromoadenosine-5'-Diphosphate,1.0
Cytidine-5'-Diphosphate,1.0
NAP-226-90,1.0
N-(Chlorophenyl)-N'-hydroxyguanidine,1.0
"4,7-Dioxosebacic Acid",1.0
"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",1.0
Tricarballylic acid,1.0
CRA_9678,1.0
4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,1.0
Inosinic Acid,1.0
Chromophore (Gly-Tyr-Gly),1.0
5-Aminoimidazole Ribonucleoside,1.0
Benzyl formate,1.0
Latamoxef,1.0
Trioxsalen,1.0
Thiotepa,1.0
Quinestrol,1.0
Fleroxacin,1.0
1-(1-phenylcyclopentyl)methylamine,1.0
"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",1.0
"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine",1.0
1-Methyl-2-quinolone,1.0
1-benzylimidazole,1.0
Imazaquin,1.0
"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",1.0
Phenyldehydroalanine,1.0
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,1.0
o-Bromophenol,1.0
2'-O-butyl-5-methyluridine,1.0
"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",1.0
(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,1.0
"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",1.0
3-Bromo-3-buten-1-ol,1.0
3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,1.0
3-hydroxyglutaric acid,1.0
"(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER",1.0
"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",1.0
"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",1.0
2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,1.0
Aniracetam,1.0
"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",1.0
"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",1.0
PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,1.0
5-Formyl-2'-deoxy-cytidine-5'-monophosphate,1.0
5-iodotubercidin,1.0
5-Aminoisoquinoline,1.0
2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),1.0
"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",1.0
"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",1.0
INHIBITOR Q8467 OF DUPONT MERCK,1.0
"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",1.0
"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",1.0
"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER",1.0
(R)-tacrine(10)-hupyridone,1.0
(S)-tacrine(10)-hupyridone,1.0
TACRINE(8)-4-AMINOQUINOLINE,1.0
"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",1.0
"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",1.0
Acetophenone,1.0
Cycloleucine,1.0
N-acetylhistamine,1.0
"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",1.0
DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME),1.0
Apramycin,1.0
Cyclouridine,1.0
Allosamidin,1.0
Aplyronine A,1.0
Aldosterone,1.0
Atpenin A5,1.0
4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,1.0
"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",1.0
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,1.0
Glutamine t-butyl ester,1.0
6-Bromo-1-hexanol,1.0
"2,5-di-tert-butylhydroquinone",1.0
Biphenylalanine,1.0
"Naphthalene-2,6-disulfonic acid",1.0
"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",1.0
"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",1.0
"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",1.0
"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",1.0
"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",1.0
Dibromothymoquinone,1.0
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,1.0
S-propylamine-L-cysteine,1.0
TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,1.0
"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",1.0
BIOTINOL-5-AMP,1.0
N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,1.0
4-PIPERIDIN-4-YLBUTANAL,1.0
Metoprine,1.0
"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",1.0
Carboxin,1.0
Calystegine B2,1.0
"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",1.0
Choline alfoscerate,1.0
cis-tetracosenoyl sulfatide,1.0
OLOMOUCINE II,1.0
"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",1.0
Cyclohexyl-pentyl-maltoside,1.0
Coumarin,1.0
CHROMOPHORE (LYS-TYR-GLY),1.0
CHROMOPHORE (HIS-TYR-GLY),1.0
CHROMOPHORE (GLU-TYR-GLY),1.0
TRIAZOLOPYRIMIDINE,1.0
[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,1.0
"Cyclic 3',5'-thymidine monophosphate",1.0
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,1.0
"2-HYDROXY-3,5-DIIODOBENZOIC ACID",1.0
Dansyllysine,1.0
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,1.0
H TYPE II TRISACCHARIDE,1.0
Human blood group H type 1 trisaccharide,1.0
GALACTOSE GREASE,1.0
BETA-METHYLLACTOSIDE,1.0
Octylphenoxy polyethoxyethanol,1.0
"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",1.0
Bis(6-aminohexyl)amine,1.0
"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",1.0
CHROMOPHORE (ASP-TYR-GLY),1.0
DIMETHYL THIOPHOSPHATE,1.0
Methylecgonine,1.0
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,1.0
Camptothecin,1.0
2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,1.0
Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate,1.0
"Estrane-3,17-dione",1.0
"2,6-anhydro-3-deoxy-3-fluoronononic acid",1.0
Farnesyl thiopyrophosphate,1.0
"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",1.0
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,1.0
"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",1.0
gamma-Butyrolactone,1.0
GLUTATHIONE SULFINATE,1.0
"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",1.0
Hesperidin,1.0
25-Hydroxycholesterol,1.0
7beta-hydroxycholesterol,1.0
Hydroxyfasudil,1.0
"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",1.0
"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",1.0
(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,1.0
Iodipamide,1.0
ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,1.0
4-Iodo-D-phenylalanine,1.0
IMIDAZOPYRIDAZIN 1,1.0
"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",1.0
2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,1.0
"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",1.0
"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",1.0
"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",1.0
"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",1.0
"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",1.0
2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,1.0
"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",1.0
Licofelone,1.0
Lumiflavin,1.0
"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",1.0
Lividomycin A,1.0
Gentamicin C1a,1.0
1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,1.0
N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,1.0
"1,6-DI-O-PHOSPHONO-D-MANNITOL",1.0
Citraconic acid,1.0
MONOGALACTOSYL-DIACYLGLYCEROL,1.0
"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",1.0
(S)-mandelonitrile,1.0
Motuporin,1.0
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,1.0
Moxalactam (hydrolyzed),1.0
Myxothiazol,1.0
"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",1.0
Nimesulide,1.0
Lawsone,1.0
2-Hydroxyquinoline,1.0
"(10E,12Z)-octadecadienoic acid",1.0
11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,1.0
OXIMINOARYLSULFONAMIDE,1.0
2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,1.0
OREGON GREEN 488 CARBOXYLATE,1.0
Purvalanol A,1.0
Phosphatidyl ethanol,1.0
"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",1.0
"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",1.0
PROPYL-1-PHOSPHATE,1.0
"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",1.0
"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",1.0
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),1.0
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",1.0
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",1.0
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",1.0
N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,1.0
"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",1.0
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,1.0
N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,1.0
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,1.0
Pyrithiamine Pyrophosphate,1.0
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",1.0
"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",1.0
1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,1.0
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,1.0
METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,1.0
Reidispongiolide A,1.0
Reidispongiolide C,1.0
(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,1.0
(R)-4-Nitrostyrene oxide,1.0
SC45647,1.0
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,1.0
Sulfatide,1.0
5-hydroxyvaleric acid,1.0
(S)-4-Nitrostyrene oxide,1.0
Sphinxolide B,1.0
(R)-1-phenylethanol,1.0
Streptolydigin,1.0
Suramin,1.0
Tanaproget,1.0
Tagetitoxin,1.0
5-methyltetrahydrofolic acid,1.0
"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",1.0
"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",1.0
"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",1.0
"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",1.0
Bifonazole,1.0
Thenoyltrifluoroacetone,1.0
Inecalcitol,1.0
Triazolopyridine,1.0
THIO-ATPA,1.0
"6-Hydroxy-5-undecyl-4,7-benzothiazoledione",1.0
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,1.0
cis-Vaccenic acid,1.0
"D-Erythro-2,3-diaminobutyric acid",1.0
Verdoheme,1.0
"(2S)-2,3-Diaminobutanoic acid",1.0
Virginiamycin S1,1.0
(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE,1.0
4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,1.0
Neamine,1.0
SALOPHEN-10-PROPIONATE IRON CHELATE,1.0
Salophen-10-carboxylate iron chelate,1.0
Salophen iron chelate,1.0
Benoxaprofen,1.0
Bithionol,1.0
Bunamiodyl,1.0
Clioquinol,1.0
Dantron,1.0
Metamizole,1.0
Iproniazid,1.0
Methapyrilene,1.0
Nialamide,1.0
Nomifensine,1.0
Oxeladin,1.0
Oxyphenisatin,1.0
Phenolphthalein,1.0
Prenylamine,1.0
Thenalidine,1.0
Urethane,1.0
Zomepirac,1.0
Lysergic acid diethylamide,1.0
Buformin,1.0
Tienilic acid,1.0
Zimelidine,1.0
Methaqualone,1.0
Rapacuronium,1.0
Maraviroc,1.0
Amineptine,1.0
Clofedanol,1.0
Cyclandelate,1.0
Cyproterone acetate,1.0
Debrisoquine,1.0
